# Puzzle từ kho mở Lichess (CC0) — sinh bởi tool/build_puzzles.dart
# id|fen|các nước UCI|elo|chủ đề
gDijq|4r1k1/p6p/1p4p1/2p5/2Rb4/1P1p1KPP/P3PP2/4R3 w - - 2 29|a2a4 e8f8 f3e4 d4f2|1995|crushing,deflection,endgame,master,short
l9D04|r1qr4/pp2nkb1/2pR1npp/5p2/2P1pN2/1P2P1P1/PBQ2PBP/3R2K1 w - - 3 21|c2c3 d8d6 d1d6 f6e8|1995|advantage,middlegame,short
7Azm6|8/5p2/3q1k1R/8/5r1p/8/6PK/5R2 b - - 1 47|f6e5 f1e1 e5f5 h6d6|1996|advantage,endgame,master,queenRookEndgame,short
hb17O|1k1r3r/pp2p1bp/1qp3p1/3p4/PP2nPB1/2P5/3BQ1PP/1R3R1K b - - 4 18|g7c3 d2c3 e4c3 e2e5 b6c7 e5c3|1996|advantage,fork,long,middlegame
2YneE|8/7p/pNn1k2P/2P5/PPK2p2/6p1/6P1/8 w - - 0 40|c4d3 f4f3 g2f3 g3g2|1996|advancedPawn,crushing,endgame,knightEndgame,master,short
W8JO1|6k1/1R6/1pr4p/p2p1K2/4n3/1P6/P5PP/4R3 w - - 4 32|e1d1 e4d6 f5e5 d6b7|1997|advantage,endgame,fork,short
OkxBu|rnbqk2r/pp3ppp/4pn2/2b3B1/2Pp4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 8|c3e4 f6e4 g5d8 c5b4 f3d2 b4d2 d1d2 e4d2|1998|advantage,opening,sacrifice,veryLong
0V9uS|r3r2R/ppq2p2/4k1p1/3p2Q1/1R2b1B1/8/5PPP/6K1 b - - 10 30|e4f5 g4f5 g6f5 h8h6|1998|crushing,middlegame,short
aD6NM|4r2k/pp1q2pb/2p5/8/2B5/2P4P/PP3QR1/2K5 w - - 3 29|f2d2 d7f5 c4d3 f5d3 d2d3 h7d3|1998|crushing,endgame,long
hb04H|r3k2r/ppB1bpp1/2n5/3pN2p/8/8/PPP3PP/2KBR3 b kq - 2 17|f7f6 e5c6 b7c6 c7d6 e8d7 d6e7 a8e8 e7b4|1999|advantage,defensiveMove,middlegame,pin,veryLong
RNsSj|r2qkb1r/pp2npp1/3p3p/2pNN3/2B1P1b1/3PB3/PPP2P2/R2Q1RK1 b kq - 0 12|g4d1 d5f6 g7f6 c4f7|1999|attackingF2F7,discoveredAttack,mate,mateIn2,middlegame,sacrifice,short
UiaQ4|3r2k1/4bppp/pq2p1B1/1p1nP1N1/8/P4Q1P/1P4P1/3R3K b - - 0 28|h7g6 f3f7 g8h8 g5e6 b6e6 f7e6|1999|crushing,kingsideAttack,long,middlegame
lU9RG|8/6pk/6p1/p6p/3p3P/1P1QqPK1/2P3P1/8 b - - 5 37|h7h6 d3e3 d4e3 f3f4 e3e2 g3f2|1999|crushing,endgame,long,queenEndgame,quietMove
WGVxA|6rk/1Q6/2p4p/1P1Rq3/1P2p1pb/4p1P1/5PK1/1R3B2 b - - 0 40|e5d5 b7c6 d5c6 b5c6|2000|advantage,endgame,short
Msbzf|2rr3k/1b3pp1/p1n1p3/1p6/3P1B2/3Q1BPq/PP3P1P/R4RK1 w - - 3 22|f3g2 h3g2 g1g2 c6e5 g2h3 e5d3|2000|crushing,discoveredAttack,discoveredCheck,kingsideAttack,long,middlegame,sacrifice
eAd7p|3rr3/pq4kp/1p2Bpp1/2b5/3N2b1/1QP2PP1/PP4KP/R3R3 b - - 0 25|d8d4 c3d4 g4f3 b3f3 b7f3 g2f3|2000|crushing,long,middlegame
AdOWY|4k2r/2pp1ppp/4p3/3nP3/1b1n3q/2N1BQ1P/PP3P2/2R1K2R w Kk - 0 17|f3g4 d5e3 g4h4 e3g2 e1f1 g2h4|2001|advantage,fork,long,master,middlegame,pin,sacrifice
i0ccy|r2qr2k/ppb5/2p2nQ1/2Pn2N1/3P4/8/PP3PPP/R3R1K1 b - - 4 21|e8e7 e1e7 d8e7 g5f7 e7f7 g6f7|2001|advantage,exposedKing,kingsideAttack,long,middlegame
oWNsj|5qk1/1p3p1b/pnr1p1p1/3p2QP/8/8/PPP2P2/2KR3R b - - 2 28|f8g7 h5g6 c6c2 c1c2 g7g6 g5g6|2002|advantage,kingsideAttack,long,middlegame
j7UFm|2r5/3k1pp1/2pP1bp1/1p6/2r1N3/5P2/PP4PP/3RR1K1 b - - 1 21|f6b2 e4c5 c4c5 e1e7 d7d8 d6d7|2002|advancedPawn,advantage,clearance,endgame,long,sacrifice
3Nr1z|8/r7/2p1k1pp/P1Pp4/1P1Pp1K1/8/5RP1/8 w - - 0 39|g4f4 a7f7 f4e3 f7f2 e3f2 e6d7|2002|crushing,defensiveMove,endgame,long,rookEndgame
612sV|2r5/pR1Rn3/7k/8/5P2/7P/PPP1rnB1/2K5 w - - 0 26|d7e7 e2c2 c1b1 c2c1|2002|endgame,mate,mateIn2,short
h9dBY|6k1/6p1/3qPR2/3p4/6r1/2PQ2p1/PP5P/7K w - - 0 35|e6e7 g3g2 h1g1 d6h2 g1h2 g2g1q h2h3 g1g2|2005|advancedPawn,attraction,discoveredAttack,endgame,mate,mateIn4,promotion,triangleMate,veryLong
geiJ8|3r2k1/5p1p/2R1pbp1/p3N3/3Pp3/Pr2B1P1/3K3P/R7 w - - 2 31|c6c3 b3c3 d2c3 f6e5 d4e5 d8d3 c3c4 d3e3|2006|advantage,exposedKing,fork,middlegame,veryLong
6Si0O|1r6/p5p1/2QNpkp1/3p4/3b4/3K1P2/PP4q1/R4R2 w - - 0 29|d3d4 g2d2 d4c5 d2b4|2006|endgame,mate,mateIn2,short
E4o1p|r2qkb1r/pp2pppp/2n2n2/3p4/6b1/1PP1PN2/P4PPP/RNBQKB1R b KQkq - 0 7|c6e5 f3e5 g4d1 f1b5 f6d7 b5d7 d8d7 e5d7|2007|crushing,opening,sacrifice,veryLong
Oekiu|r4rk1/pp3pp1/2n1p2p/3pP1q1/5B2/P1P2Q2/1P3PPP/R4RK1 b - - 2 19|c6e5 f3e3 e5c4 f4g5 c4e3 g5e3|2007|advantage,long,middlegame
6HH0k|8/Rp4pk/1p1N4/1Pn1p3/8/7P/5rPK/8 w - - 0 39|d6b7 f2f7 b7d8 f7a7|2007|crushing,endgame,short
XYrMe|8/8/6k1/1ppK2pN/6P1/1P5P/P4b2/8 w - - 0 38|a2a4 c5c4 b3c4 b5a4|2008|crushing,deflection,endgame,short
1njAy|r5r1/ppp2pBp/2p5/4R3/2k2q2/1P4R1/P4P1K/8 b - - 0 25|c4b4 a2a3 b4a3 e5a5 a3b4 a5a4 b4b5 a4f4|2011|advantage,attraction,endgame,skewer,veryLong
MZryc|r2q1r2/1b3pbk/p1np1npp/4p3/2B1P1P1/P1N1BN1P/1P1Q1P2/3RK1R1 w - - 2 17|d2d6 c6d4 d1d4 e5d4|2011|advantage,master,middlegame,short
Q9QYU|5r2/q4pkp/3p2p1/3Bp3/2Pn2b1/2NPQ1P1/4PP1P/1R4K1 w - - 2 25|f2f3 d4e2 g1f2 a7e3 f2e3 e2c3|2011|advantage,discoveredAttack,kingsideAttack,long,middlegame,pin
dfUqy|r1bq3r/1p1nb1pk/p2pQ2p/3Np3/4P3/1P5P/PBP2PP1/R3R1K1 b - - 5 16|d7f6 e6e7 f6d5 e7d8|2011|advantage,middlegame,short
FgjQS|1r3rk1/p4p2/7p/P7/8/B1PqpQ2/P2P2P1/RN1K4 w - - 4 27|a3f8 b8b1 a1b1 d3d2|2012|endgame,mate,mateIn2,short
Pn1DX|r2qr1k1/ppp2ppp/2N5/8/2P5/3P4/PP3bnP/RNBQR1K1 w - - 0 14|g1f2 d8h4 f2g2 e8e1 d1e1 h4e1|2013|crushing,deflection,long,middlegame
E6Auv|6k1/p3p2p/5rp1/4R1Q1/2pq4/1PN2B2/P1P2KPP/3r4 w - - 1 27|g5e3 d4h4 g2g3 h4h2|2013|mate,mateIn2,middlegame,pin,short
KZphZ|3rr3/pbp2pkp/1p4p1/8/3PP3/qPP4P/P4QP1/R4RK1 b - - 0 23|e8e4 f2f6 g7h6 f6d8|2017|advantage,fork,middlegame,short
Q45jj|r1b2r1k/4pp1p/p1np4/1p4Qp/4P3/1NN2P2/PPP1BqP1/2K2R2 b - - 5 18|f7f6 g5h6 f2g2 h6f8|2017|advantage,kingsideAttack,middlegame,short
G3HJK|r3r1k1/1p3ppp/p1n2n2/3p4/1b3P2/2NB1b1P/PPPB2P1/4RRK1 w - - 0 15|f1f3 e8e1 d2e1 d5d4 c3e4 b4e1 e4f6 g7f6|2018|crushing,kingsideAttack,master,middlegame,veryLong
fKIl5|4r3/pp1qrpk1/2p2np1/3p3p/1P1P2P1/P1P1NPP1/3Q2K1/4R2R b - - 1 32|e8h8 e3f5 g6f5 d2g5 g7f8 g5f6|2018|clearance,crushing,deflection,long,master,middlegame,sacrifice
WHd8W|r6r/3qkpbp/2N1pnp1/3p4/7Q/1RR2P1P/1PP5/1K6 b - - 3 31|e7f8 h4b4 f8g8 c6e7|2018|advantage,middlegame,short
5tKLl|r2q3r/ppN3pp/2n1k3/8/3bPB2/5Q2/PPP2nPP/2KR4 b - - 0 17|e6f7 f4g5 d4f6 d1d8|2019|advantage,discoveredAttack,discoveredCheck,middlegame,pin,short
Fc15I|2q3rk/1b6/p6p/1pbp4/4nN2/2p1PP2/P1Q3PP/3RR1K1 b - - 0 30|e4d2 c2c3 d5d4 c3d2|2020|advantage,fork,middlegame,short
mrayL|2r1r1k1/pp3pp1/4b1qp/3pRn2/PP1P4/2P5/B2B1PPP/R2Q2K1 w - - 1 21|a2d5 e6d5 e5d5 f5h4 g2g3 g6e4 g3h4 e4d5|2020|clearance,crushing,middlegame,veryLong
7Q0T6|1r5k/p3P1pp/3P4/2pQP3/2P5/q7/3R1P1P/1K6 w - - 1 32|b1c2 a3b3 c2c1 b3b1|2020|endgame,mate,mateIn2,short
lnxE9|r3r2k/bpp1Nppp/p7/2P1B3/8/1P4P1/P3PPbP/R2R2K1 w - - 1 18|d1d7 g2h3 d7c7 a7b8 c7b7 b8e5|2023|advantage,long,middlegame,skewer
X7sCe|rn3rk1/p1p3pp/2q1p3/2b2p2/2Q4N/2N5/PP3PPP/R4R1K b - - 5 21|b8d7 b2b4 d7e5 c4c5 c6c5 b4c5|2024|advantage,long,middlegame
R1UpO|8/5rp1/R1p1r3/1p1p4/1P1P1B1P/2Pk1pP1/4bK2/7R w - - 8 38|h1c1 f7f4 g3f4 e6g6 c1g1 g6g1 f2g1 d3e3|2024|crushing,endgame,quietMove,sacrifice,veryLong
lXBq3|8/1R3B1p/p4p2/bp6/5kP1/7P/PPPK4/4r3 w - - 5 37|d2d3 e1d1 d3e2 d1d2 e2e1 d2d7|2025|crushing,discoveredAttack,discoveredCheck,endgame,exposedKing,long
E0kj5|r5k1/pq4bp/2p1r1p1/2Bn1p2/2B1p3/1P3P2/P1PQ2PP/2KR3R b - - 0 18|g7c3 d2c3 d5c3 c4e6|2025|crushing,middlegame,short
njBAq|6k1/5p2/7p/3NP1pP/3P1PPb/3Q3K/5q2/8 w - g6 0 38|d3e3 f2f1 h3h2 h4f2 e3f2 f1f2|2026|clearance,crushing,endgame,long
D9ukV|6k1/5pp1/5n1p/3P4/2P5/p2Q3P/5PP1/q3BK2 w - - 0 33|d5d6 a3a2 d6d7 f6d7|2026|advancedPawn,crushing,endgame,short
TLHhm|rn3rk1/pp3ppp/2p2q2/2bp1b2/3Nn3/2P1B3/PPBN1PPP/R2Q1RK1 b - - 4 11|b8d7 d4f5 f6f5 e3c5 d7c5 f2f3|2027|advantage,discoveredAttack,long,middlegame
atVcm|2b2bk1/rp4p1/3q3p/2p2p2/1n3p1P/1P1P3B/P3QP2/BK2R1R1 w - - 4 29|e2b2 d6d3 b1c1 b4a2 b2a2 a7a2|2027|crushing,deflection,fork,long,middlegame
RMBWS|6r1/pp3Nkp/2p1p3/7r/4P3/3n2R1/PP4Bn/5R1K b - - 1 32|h2g4 h1g1 d3e5 f7e5 h5e5 g3g4|2030|advantage,capturingDefender,defensiveMove,long,middlegame,pin
4fafC|r4rk1/1p2ppn1/p5Q1/2p4R/P1B5/3Pq2P/2P3P1/5K2 b - - 7 28|e3f4 f1e2 f4f5 h5f5|2030|crushing,defensiveMove,middlegame,pin,short
1PXDh|8/3Q1k2/2p1p1r1/pq1p1p2/1P1P1P1p/2P4P/5P2/5R1K b - - 1 47|f7f6 f1e1 b5f1 e1f1|2032|crushing,endgame,short
ABBix|8/p7/1p4pp/8/4Q2k/2P5/P3K1Pq/8 b - - 5 48|h4g3 e4g6 g3f4 g6d6 f4e4 d6h2|2032|crushing,endgame,long,queenEndgame,skewer
Zj9bd|8/8/1R3p2/3Pp1k1/1pP1KpPp/1P3P1P/r7/8 w - - 3 55|d5d6 a2d2 c4c5 d2d4|2032|endgame,mate,mateIn2,rookEndgame,short
IT8aj|rn4r1/pppqkp2/3p1n2/3N2Q1/2BbP1P1/8/PPP2PP1/R4RK1 b - - 6 19|e7f8 g5h6 g8g7 d5f6 d4f6 h6f6|2034|advantage,long,middlegame
X7uGq|8/1p3k2/7p/pP1p1pp1/P2Pp3/4PPP1/6PK/8 w - - 0 30|h2h3 f5f4 g3f4 g5f4 g2g3 f4e3|2035|crushing,endgame,long,pawnEndgame
W3alX|r5rk/p1p2p1p/1p2p3/4P3/1PP4q/P4RP1/2Q4R/6K1 b - - 1 28|g8g3 g1h1 g3f3 h2h4|2037|advantage,defensiveMove,endgame,short
GCLaQ|r3r1k1/2p2pbp/p5p1/1p4B1/1P2P1n1/P1P2N1q/2Q1BP1P/R4RK1 w - - 3 24|g5h4 g7e5 h4g3 e5g3 f2g3 g4e3 e2d3 e3c2|2038|advantage,fork,middlegame,veryLong
MK2tz|r4r2/1pq1kp1Q/p1p3p1/2p5/4N3/3P4/PPP3PP/4R1K1 b - - 2 19|a8e8 h7h4 e7d7 e4f6|2038|crushing,endgame,short
WKi8j|8/8/2p3p1/4kp2/8/5PPP/3K4/8 w - - 1 58|d2d3 f5f4 g3g4 g6g5|2040|crushing,defensiveMove,endgame,pawnEndgame,short
WOb5c|r1br2k1/pp3p1p/6p1/1qpBb3/8/1P2P1P1/P4P1P/1RBQ1RK1 w - - 1 16|d5f7 g8f7 d1d8 b5f1 g1f1 c8h3 f1e1 a8d8|2040|advantage,attraction,discoveredAttack,hangingPiece,middlegame,sacrifice,veryLong
B5Ogc|8/2k5/3p4/3P4/8/4K3/8/8 b - - 0 59|c7d7 e3f4 d7e8 f4g5 e8f7 g5f5|2040|crushing,defensiveMove,endgame,long,pawnEndgame,zugzwang
QuFz2|3r3k/pp3p1p/4q3/2p1p3/3rP3/P2R1Q2/1P3PPP/3R2K1 w - - 0 22|f3e3 e6b3 h2h4 d4d3|2040|crushing,endgame,short
QuIv5|3r1rk1/Qp1q1ppp/2pbb3/3nP3/8/2N3P1/PPP2PBP/3R1RK1 w - - 1 17|c3d5 d6b8 d5f6 g7f6 d1d7 b8a7|2041|advantage,long,middlegame
7wwUg|r3r3/p4k2/3pbPp1/qpp3Bp/8/8/PPQ2PPP/3R2KR b - - 1 23|e6b3 c2b3 c5c4 b3c3 a5c3 b2c3|2042|advantage,hangingPiece,long,middlegame
PpVUp|2q2rk1/p6p/2p3r1/8/2PP4/3QP3/5PPP/2R2RK1 w - - 15 33|c1a1 g6g2 g1g2 c8g4 g2h1 g4f3|2042|attraction,crushing,endgame,long,sacrifice
iWrCc|k5rr/Ppp5/8/4Q3/1P1P4/3q3P/5PP1/R3RK2 w - - 1 33|f1g1 g8g2 g1g2 d3h3 g2g1 h3h1|2042|attraction,endgame,long,mate,mateIn3,sacrifice
nj9iI|k3r3/pp4pp/2p3b1/2Pn2P1/1P1Pp2P/P4p1B/5P2/2R1K1R1 w - - 2 29|e1d2 e4e3 f2e3 e8e3 g1e1 e3d3|2042|crushing,endgame,long
mF9eE|8/5p2/6p1/2b1Pk1p/5P2/6PP/r4BK1/5R2 w - - 5 45|h3h4 f5g4 g2g1 a2f2 f1f2 g4g3|2043|crushing,endgame,long,pin
WHdN1|r1bqr1k1/ppn2pp1/2pb1n1p/3pN3/3P4/P1NBP1B1/1PQ2PPP/R3K2R b KQ - 2 12|f6g4 d3h7 g8f8 e5f7 f8f7 c2g6|2043|attraction,crushing,kingsideAttack,long,middlegame,sacrifice
KHIYO|6k1/5pp1/PP2p3/2q1P3/3r1P1p/1Q2pP1P/P3B3/5K2 b - - 0 35|d4b4 a6a7 b4b3 a7a8q|2044|advancedPawn,advantage,endgame,promotion,short
AdRna|3rk3/1Qpq1p2/3p1R1p/p7/2P1P3/P1P1PN1b/1P3r2/R6K w - - 1 20|a1g1 h3g2 g1g2 d7h3 g2h2 h3f1|2044|clearance,crushing,exposedKing,kingsideAttack,long,middlegame,sacrifice
atYkP|r6r/3B3p/ppR2p2/1kp5/5b2/1N3P2/PP4PP/1K6 b - - 2 31|a8d8 c6c5 b5b4 a2a3 b4b3 c5c3|2045|discoveredCheck,doubleCheck,endgame,long,mate,mateIn3,pillsburysMate,sacrifice
KzWDf|4r1k1/5rqp/p3b1p1/1pR5/8/1BP1p1Q1/PP4PP/5R1K w - - 2 40|f1f7 g7f7 g3e3 e6b3|2045|crushing,middlegame,short
cY3nL|4r2k/p5p1/1p4qp/5p2/3P4/3Q2P1/PPB2RKP/4r3 b - - 4 28|g6g5 f2f5 e1e2 g2h3 g5f5 d3f5|2045|advantage,endgame,long
RNspa|8/1p5p/p5pk/3Bq3/P7/7R/1Pr3P1/5RK1 b - - 4 30|h6g7 f1f7 g7g8 f7f5 e5d5 f5d5|2046|crushing,discoveredAttack,discoveredCheck,endgame,long
WHdal|r1n1k2r/2p1qpp1/2P2nbp/pP1p2N1/P3p1P1/2N1P3/4BPP1/R2QK2R w KQkq - 2 20|c3d5 f6d5 d1d5 c8b6 d5d4 e7g5|2046|advantage,long,middlegame
Oel28|5r2/p1n3k1/2qNp1p1/3pP1P1/6p1/2P5/PPQ5/2K4R b - - 3 28|d5d4 c2h2 c6h1 h2h1|2048|crushing,endgame,master,quietMove,short
mUeZg|8/2Pk3K/p6Q/P7/3P3q/8/8/8 b - - 8 56|h4h6 h7h6 d7c7 h6g5 c7d6 g5f4 d6d5 f4e3|2048|crushing,defensiveMove,endgame,veryLong
9B2pF|3r2k1/pp5p/1q4p1/1N2p3/2PnP3/3Q4/PP4PP/3R2K1 w - - 5 24|b5d4 d8d4 c4c5 d4d3 c5b6 d3d1|2049|crushing,endgame,long
j84l9|r4rk1/1p3ppp/p1bbp3/8/2p4q/1QN1B1P1/PP3P1P/R2R2K1 w - - 0 19|d1d6 h4h3 d6c6 c4b3|2049|crushing,middlegame,short
j7UlH|Q5k1/5p2/b3p3/p3b1pN/2P3P1/6PR/P4P1K/q2r4 b - - 4 35|g8h7 h5f4 h7g7 a8h8|2049|discoveredAttack,discoveredCheck,mate,mateIn2,middlegame,short
E4ncV|8/1p6/p1p1k3/2Pp1ppp/3K4/1P2PP1P/1P4P1/8 w - - 0 33|e3e4 d5e4 f3e4 f5f4|2049|crushing,defensiveMove,endgame,master,pawnEndgame,short
MmEnb|1k1r4/ppp3pp/3r1p2/8/2qn1Q2/5B2/P2R3P/1R5K b - - 1 30|d4f3 d2d6 c7d6 f4c4|2050|crushing,master,middlegame,short
iWsfh|6k1/pb3pp1/1p3n1p/2pp1B2/3P4/2P3P1/PP1NrPKP/3R4 b - - 1 25|f6e4 f5e4 d5e4 g2f1 b7a6 c3c4 e2d2 d1d2|2050|crushing,endgame,quietMove,trappedPiece,veryLong
ZD7Dc|r1b1kbnr/3p1ppp/1q2p3/8/1n6/4PN2/P2B1PPP/RN1QKB1R b KQkq - 1 9|a8a2 a1a2 b4a2 d1c2 f8c5 c2a2|2051|advantage,fork,long,opening
6IfPa|8/4P3/8/8/1q5p/kp2QP1P/1r2KP2/3R4 w - - 13 56|d1d2 b2d2 e3d2 b4e7|2052|advantage,endgame,short
hb062|r1q2r2/1b2bp1k/3p2pp/2N5/2P5/Pp2Q1P1/1B3P1P/R2R2K1 b - - 0 28|c8c5 e3e7 c5c6 d1d5 a8e8 e7f6|2053|crushing,hangingPiece,long,middlegame
QUX7h|rnb2rk1/pp3ppp/2p2q2/3p4/3P4/2Q1P3/PP3PPP/2KR1BNR b - - 2 10|f6f2 g1f3 f8e8 d1e1 c8g4 e1e2 f2e2 f1e2|2053|advantage,middlegame,quietMove,trappedPiece,veryLong
J1xSt|r2q1rk1/4np2/3b1n1p/1pp1p1p1/3pP1bN/1BPP2N1/1P1B1PPP/R1Q1R1K1 w - - 0 17|d2g5 a8a1 c1a1 h6g5|2054|advantage,middlegame,short
XYqgT|2rq1rk1/pp3ppp/5n2/3pn2b/1b4P1/2NBPN1P/PP1BQP2/2R2RK1 b - - 0 14|f6g4 f3e5 g4e5 d3h7 g8h7 e2h5|2054|advantage,attraction,kingsideAttack,long,middlegame
LsD4D|1n1r2k1/4bpp1/1p5p/p3PQ2/3qN3/P7/2r2PBP/1R2R1K1 b - - 0 27|g7g6 e4f6 e7f6 f5c2|2056|advantage,discoveredAttack,middlegame,short
7z2JG|r5k1/2RP1pp1/p6p/8/4p1Pb/PP2K2P/5r2/3R4 b - - 1 33|g8h7 c7c8 a8a7 d7d8q h4d8 e3f2|2057|advancedPawn,advantage,deflection,endgame,long,promotion
iSSZn|7r/1R6/2k1p3/3pPp2/2pP2rq/2P5/1Q5N/5NK1 w - - 0 34|g1h1 g4g1 h1g1 h8g8 b2g2 g8g2|2058|attraction,crushing,exposedKing,long,middlegame,sacrifice
OekuJ|5rk1/pbpp2pB/1p2p2p/8/3r4/5PqP/PP3NP1/R2QR1K1 b - - 3 21|g8h7 d1d4 b7f3 d4d3 f8f5 d3f1|2059|advantage,defensiveMove,long,middlegame
NLp6y|4r1k1/p4p1p/3P2p1/2p1n3/4QP1q/8/Pr4PP/3R1RK1 b - - 0 23|e8e6 e4a8 g8g7 f4e5|2060|advantage,master,middlegame,short
2l8A6|r1b2rk1/2qnp1bp/pPp3p1/3pp3/1P6/1BN3B1/2PQ1PPP/3RR1K1 b - - 0 20|c7b6 c3d5 c6d5 b3d5 e7e6 d5a8|2060|advantage,fork,long,middlegame
7yzyn|r2q1rk1/4bppp/p4n2/3p4/Np3P2/1P3Q2/PB4PP/3RR1K1 b - - 1 19|f6e4 e1e4 d5e4 f3g4 d8d1 g4d1|2061|advantage,long,middlegame,sacrifice
OkxCg|r4rk1/pp1n2bp/4p1pn/2ppP3/3P2Pq/2N1BB2/PPPQ2KP/R4R2 b - - 1 15|c5d4 e3g5 d4c3 b2c3 h4g5 d2g5|2061|advantage,long,middlegame,sacrifice,trappedPiece
j86os|5r2/4q2k/p5pb/1ppBp3/4Pr2/2P4Q/PP2R2P/5RK1 w - - 7 26|e2f2 e7g5 h3g2 f4g4|2062|crushing,middlegame,pin,short
5tLoU|r1b1k2r/ppQnbppp/2p2n2/8/N4B2/5N2/PPP2qPP/2KR1B1R b kq - 3 11|e8g8 d1d2 f6d5 d2f2 d5c7 f4c7|2064|crushing,long,opening,trappedPiece
cY4Hm|r4knr/pp3ppp/4p3/1Q1pNb2/3P4/qPN5/P1n2PPP/1R1K1B1R b - - 1 13|c2d4 b5b7 g8h6 b7a8|2064|advantage,opening,short
D9vnk|3r1k2/ppp5/1bn5/5P2/3P1q2/1QP3R1/PP4K1/8 b - - 1 30|f4h6 b3g8 f8e7 g3g7 e7d6 g7g6 h6g6 g8g6|2064|crushing,endgame,exposedKing,fork,veryLong
G3I9a|2rq1rk1/pp1n1pbp/6p1/4P3/5p2/3B1N1P/PPQ2PP1/R3R1K1 w - - 1 17|c2b3 d7c5 b3a3 d8d3|2064|advantage,discoveredAttack,middlegame,short
np9PO|3b4/1p6/2p1k3/2PpPpP1/pP4K1/P7/7B/8 w - - 0 55|g4f4 d8c7 f4f3 c7e5|2065|bishopEndgame,crushing,endgame,master,short
lBMUM|5rk1/p2n2pp/q3p1p1/4P3/2RP4/1P2Q2P/P2B2P1/6K1 w - - 1 27|c4a4 a6f1 g1h2 f8f2 e3g5 h7h6|2065|advantage,endgame,long
OeksE|2k4r/ppp5/2n3R1/3p4/3P4/2P2N1p/PP1N1rpK/4R3 w - - 4 30|h2g3 h3h2 g3f2 h2h1q|2065|advancedPawn,advantage,middlegame,promotion,short
U6bDV|8/5p2/4p1p1/1K6/P5P1/2b2P2/3k4/3B4 w - - 1 44|a4a5 d2d1 a5a6 c3d4|2066|bishopEndgame,crushing,defensiveMove,endgame,hangingPiece,short
i0cjF|7k/3R2bp/p4q2/4p3/4B2P/2P5/P4r2/4K1Q1 b - - 1 33|f2a2 g1g7 f6g7 d7d8 g7f8 d8f8|2066|crushing,endgame,long,sacrifice
W8J7L|r2r4/pQ2nkpp/2p2p2/4q3/N3P3/8/PPP3PP/3R1R1K w - - 1 21|d1d7 d8d7 b7d7 e5b5 f1g1 b5a4|2066|advantage,fork,long,middlegame
Pn13C|8/1p3b2/p1p5/PPPpPpkp/3P4/8/4BK2/8 b - - 0 54|c6b5 e2b5 f7e6 c5c6 b7c6 b5a6|2066|bishopEndgame,crushing,deflection,endgame,long
529zy|r2q1rk1/pp3ppp/2p1pn2/8/2PP4/5P2/PPBQ1P1P/R3K1R1 b Q - 2 15|d8d6 g1g7 g8g7 d2g5 g7h8 g5f6|2068|advantage,attraction,deflection,kingsideAttack,long,middlegame,sacrifice
6HKe2|1r1r2k1/q4p1p/5np1/2R1R3/pp2P3/1P4PP/P1Q2PB1/6K1 w - - 0 34|c5c7 a4b3 a2b3 a7a1|2068|clearance,crushing,middlegame,short
hCirM|2r2b1R/3qpB2/bp1knp2/p2p1Q2/3P1PP1/2P5/PP1N2P1/2K5 b - - 0 27|e6d4 f5d5 d6c7 d5d4 d7d4 c3d4 c7d6 c1d1|2069|advantage,defensiveMove,fork,middlegame,veryLong
NLqMR|8/5pp1/4p2p/2kp4/P7/3rP2P/1K3PP1/R7 b - - 0 36|d3d2 b2c3 d2f2 a4a5 f2e2 a5a6|2069|crushing,defensiveMove,endgame,long,quietMove,rookEndgame
0V9XZ|2kr3r/pp3ppp/2p1p2n/q7/3b2B1/2N5/PPPB1PPP/R2Q1RK1 w - - 0 14|c3e2 d4f2 f1f2 d8d2 g4e6 f7e6|2070|advantage,discoveredAttack,long,middlegame
WfUdV|2kr1bnr/p1p1p1pp/1p2p3/4n3/2P5/3PBbP1/PP3P1P/RN1QK1R1 w Q - 2 12|d1c2 e5d3 e1f1 d3b4 c2c1 d8d1 c1d1 f3d1|2071|advantage,clearance,fork,opening,veryLong
PQkMA|8/8/4kp2/6p1/6r1/3KPR2/5P2/8 w - - 0 42|f3g3 g4g3 f2g3 e6f5 d3e2 f5g4|2073|crushing,endgame,long,rookEndgame
5fCWP|6k1/3P1ppp/8/p1pr4/b5B1/P1R1P3/5KPP/8 w - - 0 30|f2e2 a4d1 e2e1 d1g4 c3c5 d5d1|2073|crushing,endgame,long,skewer
7gFd3|8/8/p7/P1Kp4/2pPk1p1/2P5/4n2P/3N4 b - - 0 43|e2f4 c5b6 e4d3 b6a6|2073|crushing,endgame,knightEndgame,short
koBBT|R7/1pp1k1p1/5p2/n7/2qPp3/P1K1Pb2/2P5/RQ6 w - - 2 29|c3d2 c4e2 d2c3 e2e3 c3b2 e3d4|2073|crushing,deflection,endgame,long
66iCZ|8/2RP4/6k1/6r1/8/1B3K2/2P2P1p/8 w - - 0 41|d7d8q h2h1q f3e3 h1e1 e3d3 e1d1 d3c3 d1d8|2075|advancedPawn,crushing,endgame,exposedKing,promotion,skewer,veryLong
ibvlP|3q3k/6p1/6P1/2Q4p/4P1nP/2B5/NPq2r2/K1N5 b - - 1 39|d8a8 c5h5 h8g8 h5h7 g8f8 h7h8 f8e7 h8a8|2076|crushing,fork,middlegame,skewer,veryLong
